y_true,q0.1,q0.5,q0.9
989.30646,920.927,1012.68567,1146.7993
987.61755,929.67773,1022.6526,1159.2141
987.58276,927.93665,1020.99713,1157.2142
980.6959,927.32336,1020.9893,1157.4149
996.0106,925.8965,1021.34076,1158.7042
997.89734,934.3968,1028.1923,1166.1987
997.7797,935.85986,1028.6646,1166.2798
1045.1194,938.6589,1031.5073,1169.7094
1054.6049,954.4017,1049.7776,1192.488
1061.1746,957.89606,1054.096,1198.0591
1068.3792,960.4723,1057.1667,1202.0157
1073.4484,959.35724,1056.5765,1201.6047
1073.223,954.55865,1052.3134,1196.8063
1083.6251,950.73395,1049.2618,1193.6073
1074.5424,952.7689,1050.0305,1193.9172
1088.4745,949.3817,1045.4923,1187.9637
1080.8113,948.3995,1044.2614,1186.4329
1076.1842,947.0987,1043.0446,1185.1852
1085.3848,946.5997,1042.5785,1184.7675
1066.5354,947.72894,1044.5613,1187.6127
1069.7386,945.0118,1041.8329,1184.5133
1068.8978,943.3062,1040.8682,1183.8026
1065.0195,938.51764,1037.2787,1180.0941
1089.3162,930.59296,1032.0227,1175.116
1101.6821,928.568,1030.4834,1173.4674
1103.3904,922.0026,1023.7958,1165.3466
1081.2584,916.23285,1016.25165,1155.4705
1072.9114,907.1535,1006.7589,1143.9453
1053.3424,900.2154,998.5469,1133.5062
1034.6592,884.6486,980.879,1111.3873
1016.8429,868.3624,962.463,1088.3927
993.92584,851.31506,943.0708,1064.1458
973.5187,833.24384,922.1522,1037.8107
949.2593,817.13477,901.8886,1011.6657
924.84045,798.90295,880.1783,984.1669
902.4887,778.3977,856.2945,954.0926
879.1581,758.5994,832.98865,924.6936
852.7943,739.7265,810.2342,895.7974
825.7887,716.06793,783.0066,861.6699
798.33777,689.98267,753.4576,824.88153
769.9388,665.69183,725.5849,790.00916
741.54895,634.7228,691.9761,752.9015
713.28204,607.6615,662.3347,721.0993
683.4895,580.5782,638.2635,701.1711
654.57355,554.7382,616.2331,683.7922
624.62445,517.92316,585.0827,657.1107
594.585,479.95425,554.19293,631.43634
563.20825,443.5081,526.1073,609.2698
